2026-02-18 00:25:12 | INFO | log file (Reload_NoBuild_Ranked): E:\フォートナイト\Picture\Loot Pool\TEST4\New Loot\System Update\Reload_NoBuild_Ranked\output\logs\pipeline_2026-02-18_00-25-12.log
2026-02-18 00:25:12 | INFO | ===== Reload_NoBuild_Ranked: pipeline start =====
2026-02-18 00:25:12 | INFO | paths: lt=E:\フォートナイト\Picture\Loot Pool\TEST4\New Loot\System Update\Reload_NoBuild_Ranked\input\AthenaLootTierData_Client__final.json lp=E:\フォートナイト\Picture\Loot Pool\TEST4\New Loot\System Update\Reload_NoBuild_Ranked\input\AthenaLootPackages_Client__final.json minlist=E:\フォートナイト\Picture\Loot Pool\TEST4\New Loot\System Update\Reload_NoBuild_Ranked\input\items_unique_min.json
2026-02-18 00:25:12 | INFO | output: summary=E:\フォートナイト\Picture\Loot Pool\TEST4\New Loot\System Update\Reload_NoBuild_Ranked\output\summary lootdata=E:\フォートナイト\Picture\Loot Pool\TEST4\New Loot\System Update\戦利品データ\Reload_NoBuild_Ranked
2026-02-18 00:25:12 | INFO | flags: hotfix=True prewarm=True image=True workers=8
2026-02-18 00:25:12 | INFO | hotfix start: E:\フォートナイト\Picture\Loot Pool\TEST4\New Loot\System Update\LootPackage.py
2026-02-18 00:25:14 | INFO | hotfix lp stdout: [STEP1-1] base e:\Fmodel\Exports\FortniteGame\Content\Items\DataTables\AthenaLootPackages_Client.json
[HOTFIX:SEASON1] target=/Game/Items/Datatables/AthenaLootPackages_Client
[HOTFIX:SEASON1] Addrow(TableUpdate) なし -> スキップ
2026-02-18 00:26:02 | INFO | 画像生成 進捗: 1/197
2026-02-18 00:26:04 | INFO | 画像生成 進捗: 50/197
2026-02-18 00:26:06 | INFO | 画像生成 進捗: 100/197
2026-02-18 00:26:08 | INFO | 画像生成 進捗: 150/197
2026-02-18 00:26:09 | INFO | 画像生成 進捗: 197/197
2026-02-18 00:26:09 | INFO | ✅ 画像生成 完了（MinListベース）
2026-02-18 00:26:09 | INFO | ✅ Loot diff を作成: E:\フォートナイト\Web\assets\data\Loot\diff\Reload_NoBuild_Ranked_2026-02-18_00-26-09.json (added=49 removed=23 change=138)
2026-02-18 00:26:09 | INFO | ℹ️ BR_Discord が見つかりません: E:\フォートナイト\Picture\Loot Pool\TEST4\New Loot\System Update\Reload_NoBuild_Ranked\scripts\BR_Discor.py
2026-02-18 00:26:09 | INFO | git add: E:\フォートナイト\Picture\Loot Pool\TEST4\New Loot
2026-02-18 00:26:15 | INFO | git commit stdout: [main c7b0126] Reload_NoBuild_Ranked update 2026-02-18 00:26:12
 14 files changed, 64029 insertions(+), 1015 deletions(-)
 create mode 100644 System Update/Reload_NoBuild_Ranked/output/history/BR_20260218_0025/items_unique_min_diff.json
 create mode 100644 System Update/Reload_NoBuild_Ranked/output/logs/pipeline_2026-02-18_00-25-12.log
 create mode 100644 System Update/Reload_NoBuild_Ranked/output/summary/v39.30_2026-02-18_00-25.json
 create mode 100644 "System Update/\346\210\246\345\210\251\345\223\201\343\203\207\343\203\274\343\202\277/Reload_NoBuild_Ranked/Reload_NoBuild_Ranked_LootData_2026-02-18_00-25.json"
2026-02-18 00:26:18 | WARNING | git push stderr: To https://github.com/Greenfox0833/New-Loot.git
   ccc1a4a..c7b0126  main -> main
2026-02-18 00:26:18 | INFO | ✓ GitHub Push 完了
2026-02-18 00:26:18 | INFO | ===== Reload_NoBuild_Ranked: pipeline end =====
